Transaction_ID,Customer_ID,Option_ID,Option_Name,Purchase_Date,Price,Dealer_ID
20830,10533,OPT008,Premium Sound System,2024-02-26,2454,1028
20831,10165,OPT006,4-Zone Climate Control,2024-06-06,950,1033
20832,10260,OPT003,4-Zone Climate Control,2024-11-16,3243,1013
20833,10162,OPT009,Harman Kardon System,2024-01-02,3409,1007
20834,10146,OPT003,Wireless Phone Charging,2024-11-06,1003,1043
20835,10699,OPT009,4-Zone Climate Control,2024-06-15,2160,1011
20836,10379,OPT002,Harman Kardon System,2024-07-09,3089,1022
20837,10957,OPT010,Parking Assist Plus,2024-08-22,2276,1026
20838,10199,OPT001,Wireless Phone Charging,2024-03-29,3068,1005
20839,10294,OPT008,4-Zone Climate Control,2024-10-16,2702,1042
20840,10904,OPT002,Leather Upholstery,2024-11-30,1820,1006
20841,10773,OPT006,Navigation System,2024-11-18,2762,1016
20842,10611,OPT009,Adaptive LED Headlights,2024-12-04,1606,1010
20843,10202,OPT004,Panoramic Sunroof,2024-09-18,1229,1002
20844,10806,OPT001,Adaptive LED Headlights,2024-04-09,2412,1035
20845,10975,OPT006,4-Zone Climate Control,2024-09-10,816,1005
20846,10725,OPT009,Wireless Phone Charging,2024-12-16,2247,1030
20847,10938,OPT007,Panoramic Sunroof,2024-07-17,2839,1034
20848,10662,OPT004,Adaptive LED Headlights,2024-08-06,3365,1010
20849,10109,OPT009,Premium Sound System,2024-01-10,1001,1026
20850,10901,OPT006,4-Zone Climate Control,2024-09-03,1126,1050
20851,10017,OPT005,Premium Sound System,2024-05-03,1803,1033
20852,10756,OPT009,Leather Upholstery,2024-11-27,2714,1026
20853,10541,OPT006,Adaptive LED Headlights,2024-12-22,2252,1029
20854,10497,OPT008,Navigation System,2024-12-17,2123,1034
20855,10676,OPT004,Parking Assist Plus,2024-11-08,2452,1012
20856,10355,OPT001,Navigation System,2024-05-24,1338,1017
20857,10575,OPT007,Harman Kardon System,2024-05-09,2962,1002
20858,10950,OPT008,Wireless Phone Charging,2024-12-01,2238,1049
20859,10265,OPT008,Parking Assist Plus,2024-11-29,1100,1025
20860,10171,OPT006,Adaptive LED Headlights,2024-06-09,2618,1040
20861,10026,OPT003,Harman Kardon System,2024-06-21,805,1028
20862,10195,OPT009,Panoramic Sunroof,2024-09-09,2887,1037
20863,10031,OPT004,Panoramic Sunroof,2024-05-16,1676,1013
20864,10677,OPT009,All-Wheel Drive,2024-03-18,1638,1024
20865,10625,OPT004,All-Wheel Drive,2024-10-29,1224,1003
20866,10239,OPT010,All-Wheel Drive,2024-05-18,1796,1007
20867,10524,OPT004,Parking Assist Plus,2024-06-30,2457,1026
20868,10990,OPT004,Adaptive LED Headlights,2024-10-19,3222,1018
20869,10769,OPT005,Leather Upholstery,2024-10-10,815,1048
20870,10540,OPT006,Adaptive LED Headlights,2024-05-08,1683,1042
20871,10354,OPT008,Navigation System,2024-04-01,1826,1031
20872,10976,OPT001,Adaptive LED Headlights,2024-01-24,2739,1032
20873,10099,OPT004,4-Zone Climate Control,2024-05-09,867,1027
20874,10828,OPT009,4-Zone Climate Control,2024-04-05,2109,1005
20875,10118,OPT006,Navigation System,2024-09-05,2608,1045
20876,10552,OPT008,Adaptive LED Headlights,2024-10-11,2292,1026
20877,10436,OPT001,Parking Assist Plus,2024-10-03,2577,1034
20878,10843,OPT007,4-Zone Climate Control,2024-06-29,1937,1047
20879,10615,OPT009,Panoramic Sunroof,2024-11-10,1759,1022
20880,10712,OPT007,Parking Assist Plus,2024-04-07,2123,1048
20881,10745,OPT004,Adaptive LED Headlights,2024-01-23,3028,1045
20882,10469,OPT002,Navigation System,2024-03-10,1181,1040
20883,10966,OPT005,Adaptive LED Headlights,2024-01-23,3047,1019
20884,10501,OPT002,All-Wheel Drive,2024-07-04,1787,1020
20885,10628,OPT008,Adaptive LED Headlights,2024-02-22,2458,1021
20886,10850,OPT009,4-Zone Climate Control,2024-06-17,1080,1034
20887,10073,OPT009,Premium Sound System,2024-09-12,1770,1013
20888,10998,OPT009,4-Zone Climate Control,2024-09-19,1582,1038
20889,10203,OPT004,Panoramic Sunroof,2024-12-21,3210,1045
20890,10827,OPT010,Leather Upholstery,2024-09-15,2989,1002
20891,10797,OPT002,Leather Upholstery,2024-02-14,2455,1046
20892,10652,OPT005,Premium Sound System,2024-09-25,3428,1050
20893,10936,OPT002,Wireless Phone Charging,2024-12-16,870,1003
20894,10413,OPT004,Harman Kardon System,2024-04-28,3376,1049
20895,10191,OPT004,Parking Assist Plus,2024-01-13,816,1047
20896,10574,OPT002,4-Zone Climate Control,2024-07-30,3050,1042
20897,10726,OPT006,Wireless Phone Charging,2024-10-10,2760,1030
20898,10225,OPT001,Navigation System,2024-03-31,2163,1033
20899,10281,OPT003,Leather Upholstery,2024-04-15,1600,1003
20900,10142,OPT001,All-Wheel Drive,2024-07-11,1614,1035
20901,10373,OPT004,Harman Kardon System,2024-11-27,3290,1008
20902,10248,OPT002,Harman Kardon System,2024-08-09,2187,1049
20903,10994,OPT001,Leather Upholstery,2024-07-17,2725,1006
20904,10598,OPT008,Leather Upholstery,2024-02-08,2466,1010
20905,10003,OPT006,Adaptive LED Headlights,2024-07-11,2354,1036
20906,10318,OPT002,Parking Assist Plus,2024-12-16,887,1012
20907,10653,OPT003,Harman Kardon System,2024-02-21,2547,1041
20908,10816,OPT007,4-Zone Climate Control,2024-04-05,3468,1040
20909,10866,OPT007,Panoramic Sunroof,2024-03-28,1404,1046
20910,10476,OPT006,Leather Upholstery,2024-02-10,3480,1013
20911,10095,OPT009,Premium Sound System,2024-10-19,1482,1034
20912,10465,OPT007,4-Zone Climate Control,2024-02-05,2899,1040
20913,10531,OPT005,Adaptive LED Headlights,2024-08-23,1518,1016
20914,10199,OPT003,Wireless Phone Charging,2024-08-04,2524,1044
20915,10434,OPT003,Harman Kardon System,2024-07-12,3213,1004
20916,10913,OPT005,Wireless Phone Charging,2024-02-18,1766,1023
20917,10751,OPT001,Adaptive LED Headlights,2024-03-15,1182,1047
20918,10869,OPT002,Leather Upholstery,2024-04-26,975,1036
20919,10347,OPT007,All-Wheel Drive,2024-12-07,2785,1047
20920,10612,OPT007,Parking Assist Plus,2024-09-05,2411,1003
20921,10081,OPT009,Wireless Phone Charging,2024-03-27,1797,1030
20922,10399,OPT010,Harman Kardon System,2024-05-02,3005,1046
20923,10448,OPT010,Adaptive LED Headlights,2024-04-18,1645,1003
20924,10036,OPT010,All-Wheel Drive,2024-10-22,3335,1043
20925,10170,OPT002,4-Zone Climate Control,2024-06-26,1372,1040
20926,10003,OPT002,Harman Kardon System,2024-10-13,1120,1031
20927,10576,OPT006,Adaptive LED Headlights,2024-04-02,2626,1015
20928,10533,OPT003,4-Zone Climate Control,2024-08-24,1964,1015
20929,10947,OPT007,Adaptive LED Headlights,2024-12-15,2393,1020
20930,10130,OPT002,Parking Assist Plus,2024-01-11,1056,1048
20931,10369,OPT010,Panoramic Sunroof,2024-10-12,2242,1050
20932,10019,OPT005,Parking Assist Plus,2024-02-03,2111,1012
20933,10255,OPT001,Navigation System,2024-03-26,3494,1045
20934,10685,OPT005,Panoramic Sunroof,2024-12-15,2866,1047
20935,10302,OPT003,Leather Upholstery,2024-07-30,1155,1039
20936,10321,OPT007,Wireless Phone Charging,2024-02-20,2014,1035
20937,10500,OPT006,Harman Kardon System,2024-02-02,1164,1036
20938,10044,OPT007,Premium Sound System,2024-01-17,2144,1046
20939,10798,OPT006,Leather Upholstery,2024-06-11,1756,1041
20940,10287,OPT006,Adaptive LED Headlights,2024-04-06,1362,1034
20941,10955,OPT005,Wireless Phone Charging,2024-10-19,3423,1049
20942,10403,OPT005,Harman Kardon System,2024-12-06,2413,1010
20943,10693,OPT007,Wireless Phone Charging,2024-07-08,1639,1039
20944,10333,OPT003,Premium Sound System,2024-08-28,2981,1029
20945,10425,OPT003,Leather Upholstery,2024-11-13,2493,1039
20946,10190,OPT004,Premium Sound System,2024-02-21,2269,1036
20947,10444,OPT006,Navigation System,2024-05-16,1473,1034
20948,10804,OPT004,4-Zone Climate Control,2024-03-21,3352,1019
20949,10319,OPT003,Leather Upholstery,2024-08-21,997,1003
20950,10689,OPT010,Wireless Phone Charging,2024-10-26,928,1050
20951,10883,OPT006,4-Zone Climate Control,2024-10-18,1006,1041
20952,10294,OPT002,Harman Kardon System,2024-06-23,2876,1041
20953,10470,OPT008,Panoramic Sunroof,2024-04-23,1077,1035
20954,10529,OPT006,Leather Upholstery,2024-11-12,2680,1006
20955,10693,OPT001,Panoramic Sunroof,2024-11-10,1024,1039
20956,10054,OPT005,4-Zone Climate Control,2024-04-16,1820,1013
20957,10539,OPT008,Wireless Phone Charging,2024-06-28,2382,1050
20958,10359,OPT005,Adaptive LED Headlights,2024-11-08,2042,1042
20959,10878,OPT008,Panoramic Sunroof,2024-11-27,3394,1034
20960,10656,OPT004,Premium Sound System,2024-08-06,1367,1017
20961,10404,OPT005,All-Wheel Drive,2024-03-24,1447,1018
20962,10761,OPT002,Premium Sound System,2024-05-04,2337,1012
20963,10480,OPT010,Wireless Phone Charging,2024-05-17,2221,1026
20964,10815,OPT008,Harman Kardon System,2024-05-11,1030,1011
20965,10152,OPT006,Navigation System,2024-01-21,1764,1007
20966,10448,OPT004,Navigation System,2024-04-09,3293,1022
20967,10349,OPT009,All-Wheel Drive,2024-08-27,1184,1008
20968,10929,OPT004,Adaptive LED Headlights,2024-05-21,1942,1029
20969,10910,OPT009,Parking Assist Plus,2024-01-26,2256,1047
20970,10874,OPT001,Parking Assist Plus,2024-03-08,1499,1046
20971,10131,OPT009,Leather Upholstery,2024-05-19,1312,1001
20972,10685,OPT007,All-Wheel Drive,2024-10-22,2079,1011
20973,10952,OPT007,Parking Assist Plus,2024-07-27,2897,1013
20974,10140,OPT005,4-Zone Climate Control,2024-10-02,807,1024
20975,10715,OPT007,Panoramic Sunroof,2024-10-24,2272,1032
20976,10907,OPT005,Adaptive LED Headlights,2024-08-15,2881,1007
20977,10444,OPT004,Leather Upholstery,2024-05-19,3455,1002
20978,10982,OPT009,Wireless Phone Charging,2024-05-31,2769,1031
20979,10196,OPT008,Panoramic Sunroof,2024-07-29,1031,1038
20980,10695,OPT002,Panoramic Sunroof,2024-03-10,1371,1036
20981,10589,OPT009,Adaptive LED Headlights,2024-01-16,3313,1018
20982,10294,OPT002,Harman Kardon System,2024-08-02,2806,1046
20983,10189,OPT002,Harman Kardon System,2024-10-22,1399,1014
20984,10946,OPT005,Navigation System,2024-12-07,1753,1022
20985,10074,OPT010,Navigation System,2024-08-21,2198,1049
20986,10641,OPT004,Premium Sound System,2024-02-04,2267,1039
20987,10318,OPT007,Adaptive LED Headlights,2024-05-04,878,1001
20988,10729,OPT010,Adaptive LED Headlights,2024-02-26,990,1004
20989,10463,OPT010,Navigation System,2024-06-21,3349,1001
20990,10790,OPT006,Leather Upholstery,2024-08-30,889,1027
20991,10058,OPT007,Wireless Phone Charging,2024-08-25,1618,1023
20992,10858,OPT007,Parking Assist Plus,2024-10-20,812,1007
20993,10907,OPT010,Panoramic Sunroof,2024-08-18,1489,1003
20994,10809,OPT005,Harman Kardon System,2024-07-02,1804,1016
20995,10528,OPT002,Panoramic Sunroof,2024-08-17,2353,1019
20996,10244,OPT003,Premium Sound System,2024-09-15,1037,1025
20997,10484,OPT006,Panoramic Sunroof,2024-10-10,2885,1028
20998,10032,OPT003,Parking Assist Plus,2024-10-18,1091,1043
20999,10758,OPT007,Premium Sound System,2024-05-17,2023,1015
21000,10605,OPT006,Premium Sound System,2024-01-20,2624,1015
21001,10391,OPT008,All-Wheel Drive,2024-02-19,3438,1037
21002,10059,OPT008,Wireless Phone Charging,2024-11-14,1588,1040
21003,10254,OPT006,Leather Upholstery,2024-10-27,1354,1021
21004,10492,OPT004,Panoramic Sunroof,2024-09-15,3207,1023
21005,10428,OPT007,Adaptive LED Headlights,2024-04-05,2677,1008
21006,10248,OPT003,4-Zone Climate Control,2024-04-01,1211,1011
21007,10908,OPT007,Premium Sound System,2024-07-05,3268,1004
21008,10169,OPT002,Harman Kardon System,2024-01-13,1599,1023
21009,10945,OPT008,Premium Sound System,2024-08-26,3150,1037
21010,10738,OPT005,Harman Kardon System,2024-10-20,1276,1044
21011,10773,OPT004,Wireless Phone Charging,2024-05-18,1133,1049
21012,10106,OPT002,Adaptive LED Headlights,2024-06-21,1360,1035
21013,10618,OPT008,4-Zone Climate Control,2024-04-18,3484,1007
21014,10295,OPT005,Panoramic Sunroof,2024-01-23,2529,1046
21015,10664,OPT002,Wireless Phone Charging,2024-01-29,2474,1048
21016,10658,OPT005,4-Zone Climate Control,2024-10-15,2541,1044
21017,10042,OPT003,4-Zone Climate Control,2024-10-02,3060,1003
21018,10473,OPT004,All-Wheel Drive,2024-07-21,2927,1036
21019,10902,OPT008,Harman Kardon System,2024-01-04,964,1042
21020,10997,OPT001,Wireless Phone Charging,2024-02-11,2620,1037
21021,10403,OPT003,4-Zone Climate Control,2024-10-26,1135,1005
21022,10881,OPT005,Leather Upholstery,2024-01-30,2340,1029
21023,10827,OPT002,Premium Sound System,2024-09-09,2387,1001
21024,10039,OPT001,Adaptive LED Headlights,2024-11-22,3339,1031
21025,10783,OPT007,Leather Upholstery,2024-03-12,1381,1028
21026,10004,OPT001,Premium Sound System,2024-10-18,2178,1039
21027,10935,OPT002,Wireless Phone Charging,2024-07-09,1146,1016
21028,10961,OPT010,Harman Kardon System,2024-07-20,878,1046
21029,10755,OPT003,All-Wheel Drive,2024-04-23,2973,1026
21030,10573,OPT005,4-Zone Climate Control,2024-11-12,3473,1046
21031,10452,OPT007,Panoramic Sunroof,2024-07-23,3210,1003
21032,10817,OPT002,Parking Assist Plus,2024-08-21,2863,1021
21033,10141,OPT004,4-Zone Climate Control,2024-10-26,3186,1047
21034,10892,OPT004,Premium Sound System,2024-09-24,1720,1011
21035,10726,OPT004,Premium Sound System,2024-05-20,1805,1038
21036,10396,OPT007,4-Zone Climate Control,2024-01-28,1671,1027
21037,10115,OPT002,Leather Upholstery,2024-12-03,2937,1042
21038,10031,OPT006,Wireless Phone Charging,2024-08-15,2605,1014
21039,10498,OPT001,Premium Sound System,2024-11-01,2014,1037
21040,10457,OPT001,4-Zone Climate Control,2024-11-22,2602,1014
21041,10874,OPT003,Wireless Phone Charging,2024-05-07,2599,1029
21042,10754,OPT005,4-Zone Climate Control,2024-01-19,2219,1027
21043,10229,OPT010,Parking Assist Plus,2024-02-14,2895,1050
21044,10593,OPT001,Harman Kardon System,2024-11-29,1211,1018
21045,10183,OPT001,4-Zone Climate Control,2024-12-27,2846,1015
21046,10957,OPT004,Leather Upholstery,2024-11-13,2639,1030
21047,10250,OPT001,Harman Kardon System,2024-11-01,2651,1048
21048,10059,OPT002,Wireless Phone Charging,2024-10-13,2920,1022
21049,10523,OPT001,Panoramic Sunroof,2024-11-13,1002,1039
21050,10904,OPT003,Parking Assist Plus,2024-05-11,3127,1041
21051,10305,OPT002,Panoramic Sunroof,2024-06-22,1603,1010
21052,10247,OPT007,Navigation System,2024-09-09,3322,1048
21053,10421,OPT004,Wireless Phone Charging,2024-04-16,1994,1017
21054,10342,OPT002,4-Zone Climate Control,2024-04-26,1511,1022
21055,10219,OPT002,Leather Upholstery,2024-09-27,1700,1038
21056,10657,OPT008,Adaptive LED Headlights,2024-09-17,1650,1014
21057,10266,OPT006,Leather Upholstery,2024-01-31,3202,1013
21058,10478,OPT002,4-Zone Climate Control,2024-10-17,910,1004
21059,10695,OPT005,4-Zone Climate Control,2024-05-05,1061,1028
21060,10798,OPT005,Harman Kardon System,2024-02-04,1454,1019
21061,10990,OPT006,Wireless Phone Charging,2024-10-11,2270,1006
21062,10730,OPT003,Leather Upholstery,2024-02-25,2191,1016
21063,10105,OPT002,Parking Assist Plus,2024-03-14,956,1010
21064,10134,OPT009,4-Zone Climate Control,2024-08-16,1857,1019
21065,10929,OPT004,Premium Sound System,2024-07-22,2622,1016
21066,10962,OPT001,All-Wheel Drive,2024-11-11,2115,1006
21067,10125,OPT007,Harman Kardon System,2024-09-03,1998,1044
21068,10869,OPT003,Panoramic Sunroof,2024-12-09,1369,1027
21069,10647,OPT009,All-Wheel Drive,2024-08-23,1198,1012
21070,10821,OPT005,Harman Kardon System,2024-11-28,3432,1024
21071,10615,OPT001,All-Wheel Drive,2024-09-09,1157,1047
21072,10399,OPT009,Harman Kardon System,2024-05-10,2195,1025
21073,10893,OPT008,Harman Kardon System,2024-12-10,819,1017
21074,10950,OPT004,All-Wheel Drive,2024-01-19,3291,1037
21075,10368,OPT003,Parking Assist Plus,2024-12-13,1525,1047
21076,10147,OPT005,Wireless Phone Charging,2024-12-01,2263,1006
21077,10997,OPT005,Panoramic Sunroof,2024-08-27,2110,1011
21078,10996,OPT006,Harman Kardon System,2024-02-18,2687,1008
21079,10060,OPT001,Parking Assist Plus,2024-10-29,2067,1044
21080,10207,OPT007,Navigation System,2024-02-16,3196,1041
21081,10944,OPT002,Harman Kardon System,2024-01-27,2804,1013
21082,10951,OPT001,All-Wheel Drive,2024-04-30,1600,1014
21083,10677,OPT008,Panoramic Sunroof,2024-11-22,2214,1041
21084,10630,OPT004,Harman Kardon System,2024-09-19,2931,1018
21085,10171,OPT009,Wireless Phone Charging,2024-11-04,2349,1021
21086,10881,OPT009,All-Wheel Drive,2024-12-12,1207,1005
21087,10682,OPT006,All-Wheel Drive,2024-06-19,3487,1032
21088,10728,OPT006,All-Wheel Drive,2024-08-31,2274,1007
21089,10797,OPT002,Harman Kardon System,2024-12-02,2668,1021
21090,10415,OPT009,Panoramic Sunroof,2024-07-18,1128,1040
21091,10240,OPT004,Harman Kardon System,2024-05-24,2821,1005
21092,10721,OPT008,All-Wheel Drive,2024-07-26,3212,1008
21093,10240,OPT008,Harman Kardon System,2024-03-25,1281,1027
21094,10002,OPT010,Leather Upholstery,2024-12-12,2844,1004
21095,10239,OPT001,Leather Upholstery,2024-10-05,1691,1015
21096,10462,OPT009,Leather Upholstery,2024-10-12,1532,1023
21097,10162,OPT007,Harman Kardon System,2024-09-21,1809,1004
21098,10834,OPT008,Panoramic Sunroof,2024-06-08,1304,1044
21099,10109,OPT005,Adaptive LED Headlights,2024-11-11,986,1036
21100,10561,OPT003,Wireless Phone Charging,2024-08-23,2001,1050
21101,10041,OPT005,Leather Upholstery,2024-04-22,1653,1014
21102,10719,OPT007,4-Zone Climate Control,2024-11-16,863,1012
21103,10886,OPT009,All-Wheel Drive,2024-11-01,3056,1019
21104,10932,OPT007,Parking Assist Plus,2024-06-01,3494,1042
21105,10264,OPT008,Panoramic Sunroof,2024-07-22,2445,1031
21106,10524,OPT009,Premium Sound System,2024-05-19,1850,1046
21107,10647,OPT010,All-Wheel Drive,2024-01-13,1748,1036
21108,10961,OPT001,Adaptive LED Headlights,2024-04-03,3454,1017
21109,10584,OPT003,All-Wheel Drive,2024-06-10,1525,1004
21110,10224,OPT004,Premium Sound System,2024-04-16,2165,1005
21111,10009,OPT004,Leather Upholstery,2024-01-17,1835,1028
21112,10594,OPT003,Leather Upholstery,2024-02-22,1005,1048
21113,10986,OPT003,Parking Assist Plus,2024-02-23,2403,1042
21114,10803,OPT008,Parking Assist Plus,2024-06-09,1502,1015
21115,10287,OPT010,Parking Assist Plus,2024-07-17,1188,1026
21116,10381,OPT007,Parking Assist Plus,2024-03-12,1781,1034
21117,10168,OPT004,Wireless Phone Charging,2024-06-23,2043,1002
21118,10777,OPT006,Harman Kardon System,2024-05-01,1632,1003
21119,10970,OPT005,Harman Kardon System,2024-10-15,1876,1013
21120,10348,OPT003,Harman Kardon System,2024-02-09,3097,1026
21121,10179,OPT007,Harman Kardon System,2024-08-11,1987,1042
21122,10377,OPT001,Panoramic Sunroof,2024-03-25,3308,1026
21123,10685,OPT009,Leather Upholstery,2024-03-27,2464,1002
21124,10319,OPT004,Parking Assist Plus,2024-08-16,1528,1008
21125,10930,OPT007,Panoramic Sunroof,2024-12-17,2265,1011
21126,10815,OPT009,Adaptive LED Headlights,2024-08-11,1811,1035
21127,10352,OPT002,Leather Upholstery,2024-07-15,2956,1028
21128,10220,OPT008,Premium Sound System,2024-01-25,3279,1001
21129,10008,OPT005,Premium Sound System,2024-08-03,2553,1047
21130,10462,OPT010,Adaptive LED Headlights,2024-12-21,2858,1032
21131,10571,OPT010,Navigation System,2024-05-01,2912,1018
21132,10302,OPT008,Harman Kardon System,2024-12-26,2273,1040
21133,10694,OPT001,4-Zone Climate Control,2024-10-13,2552,1016
21134,10406,OPT004,Leather Upholstery,2024-03-31,3484,1004
21135,10957,OPT010,Adaptive LED Headlights,2024-08-01,3086,1035
21136,10684,OPT004,Wireless Phone Charging,2024-06-20,2612,1013
21137,10303,OPT001,Leather Upholstery,2024-09-04,1082,1031
21138,10940,OPT004,Premium Sound System,2024-03-03,927,1016
21139,10163,OPT009,Harman Kardon System,2024-06-27,1028,1010
21140,10692,OPT008,Adaptive LED Headlights,2024-03-23,1178,1011
21141,10136,OPT010,All-Wheel Drive,2024-04-28,1705,1018
21142,10844,OPT007,All-Wheel Drive,2024-01-11,1186,1007
21143,10573,OPT004,Wireless Phone Charging,2024-12-23,2092,1012
21144,10547,OPT006,Navigation System,2024-02-20,1354,1036
21145,10111,OPT002,Panoramic Sunroof,2024-06-10,2374,1026
21146,10624,OPT005,Parking Assist Plus,2024-02-20,1793,1047
21147,10388,OPT002,Harman Kardon System,2024-06-18,1813,1029
21148,10325,OPT002,4-Zone Climate Control,2024-05-08,3409,1020
21149,10838,OPT004,4-Zone Climate Control,2024-06-22,1594,1026
21150,10160,OPT010,Premium Sound System,2024-09-12,3464,1012
21151,10714,OPT008,Wireless Phone Charging,2024-02-15,2552,1008
21152,10055,OPT008,4-Zone Climate Control,2024-02-07,910,1015
21153,10078,OPT005,Premium Sound System,2024-11-23,1074,1046
21154,10197,OPT008,Parking Assist Plus,2024-02-01,2568,1046
21155,10677,OPT002,Harman Kardon System,2024-05-18,1598,1044
21156,10301,OPT008,Wireless Phone Charging,2024-06-08,2996,1031
21157,10769,OPT004,4-Zone Climate Control,2024-11-30,2658,1029
21158,10981,OPT002,Navigation System,2024-11-05,1143,1040
21159,10657,OPT005,Premium Sound System,2024-11-09,1060,1042
21160,10956,OPT009,4-Zone Climate Control,2024-07-18,2208,1006
21161,10312,OPT006,Adaptive LED Headlights,2024-12-16,827,1047
21162,10875,OPT008,Leather Upholstery,2024-03-30,3375,1031
21163,10284,OPT007,Navigation System,2024-05-16,1606,1035
21164,10427,OPT005,Parking Assist Plus,2024-04-16,2558,1034
21165,10033,OPT008,Wireless Phone Charging,2024-09-14,1324,1024
21166,10325,OPT002,Harman Kardon System,2024-12-08,2896,1043
21167,10912,OPT004,Premium Sound System,2024-08-13,2768,1011
21168,10590,OPT003,All-Wheel Drive,2024-03-11,2236,1044
21169,10310,OPT006,Harman Kardon System,2024-05-31,1026,1010
21170,10829,OPT008,Harman Kardon System,2024-01-26,3268,1032
21171,10820,OPT006,Parking Assist Plus,2024-09-18,3111,1017
21172,10588,OPT006,Premium Sound System,2024-05-26,917,1037
21173,10550,OPT006,Wireless Phone Charging,2024-05-16,1620,1006
21174,10374,OPT002,4-Zone Climate Control,2024-05-08,3261,1048
21175,10993,OPT001,Harman Kardon System,2024-01-16,911,1048
21176,10102,OPT002,Navigation System,2024-04-08,1470,1040
21177,10667,OPT004,Harman Kardon System,2024-01-04,3344,1005
21178,10281,OPT009,Wireless Phone Charging,2024-11-14,1622,1030
21179,10594,OPT008,Adaptive LED Headlights,2024-12-07,998,1028
21180,10678,OPT005,4-Zone Climate Control,2024-05-25,2264,1014
21181,10112,OPT007,Harman Kardon System,2024-04-25,1965,1032
21182,10197,OPT006,Premium Sound System,2024-04-09,2302,1013
21183,10468,OPT004,Harman Kardon System,2024-05-04,1318,1023
21184,10162,OPT005,All-Wheel Drive,2024-12-17,1844,1006
21185,10464,OPT003,Navigation System,2024-11-04,1673,1041
21186,10203,OPT008,Harman Kardon System,2024-04-16,2814,1017
21187,10537,OPT009,Navigation System,2024-08-24,3138,1037
21188,10311,OPT001,Panoramic Sunroof,2024-02-22,2408,1049
21189,10701,OPT005,Wireless Phone Charging,2024-03-12,2945,1023
21190,10842,OPT005,Parking Assist Plus,2024-10-15,3043,1007
21191,10609,OPT002,Leather Upholstery,2024-04-30,3179,1012
21192,10318,OPT003,Leather Upholstery,2024-03-25,1816,1021
21193,10399,OPT010,Premium Sound System,2024-05-30,1695,1031
21194,10310,OPT007,Wireless Phone Charging,2024-01-26,865,1039
21195,10263,OPT008,Harman Kardon System,2024-10-14,1142,1014
21196,10413,OPT009,Wireless Phone Charging,2024-06-07,2038,1047
21197,10587,OPT010,Adaptive LED Headlights,2024-02-18,1855,1030
21198,10015,OPT003,Panoramic Sunroof,2024-01-22,2579,1030
21199,10081,OPT004,Wireless Phone Charging,2024-06-15,1579,1033
21200,10186,OPT009,Navigation System,2024-10-30,3313,1019
21201,10567,OPT003,Adaptive LED Headlights,2024-11-20,2898,1027
21202,10677,OPT005,Parking Assist Plus,2024-02-02,1994,1030
21203,10809,OPT005,4-Zone Climate Control,2024-03-06,1704,1031
21204,10857,OPT005,4-Zone Climate Control,2024-04-28,2916,1024
21205,10792,OPT002,Leather Upholstery,2024-07-29,1730,1050
21206,10262,OPT006,Wireless Phone Charging,2024-08-16,1597,1001
21207,10063,OPT008,Parking Assist Plus,2024-02-22,2587,1038
21208,10308,OPT002,Leather Upholstery,2024-04-03,1251,1013
21209,10775,OPT006,Adaptive LED Headlights,2024-05-16,2195,1011
21210,10037,OPT003,Wireless Phone Charging,2024-09-07,3494,1007
21211,10632,OPT007,Adaptive LED Headlights,2024-11-18,3377,1045
21212,10865,OPT005,4-Zone Climate Control,2024-05-23,2158,1029
21213,10315,OPT002,Panoramic Sunroof,2024-08-25,2509,1019
21214,10669,OPT006,Premium Sound System,2024-09-06,1564,1027
21215,10903,OPT003,Panoramic Sunroof,2024-06-17,3425,1047
21216,10184,OPT010,All-Wheel Drive,2024-08-31,937,1028
21217,10519,OPT005,Adaptive LED Headlights,2024-05-15,3488,1005
21218,10267,OPT004,All-Wheel Drive,2024-04-12,2894,1029
21219,10665,OPT006,Panoramic Sunroof,2024-05-22,865,1036
21220,10339,OPT006,Premium Sound System,2024-11-26,1800,1003
21221,10994,OPT002,Parking Assist Plus,2024-08-30,3197,1017
21222,10466,OPT002,Premium Sound System,2024-04-08,1324,1014
21223,10699,OPT004,Premium Sound System,2024-05-12,2861,1025
21224,10044,OPT009,Harman Kardon System,2024-04-13,3292,1028
21225,10931,OPT006,Panoramic Sunroof,2024-05-10,2634,1050
21226,10199,OPT009,4-Zone Climate Control,2024-10-05,3433,1050
21227,10567,OPT003,Wireless Phone Charging,2024-03-26,2786,1040
21228,10411,OPT003,Parking Assist Plus,2024-02-20,2079,1049
21229,10717,OPT002,4-Zone Climate Control,2024-07-14,2275,1001
21230,10601,OPT010,Harman Kardon System,2024-01-02,2684,1040
21231,10119,OPT004,4-Zone Climate Control,2024-03-20,2446,1037
21232,10894,OPT005,Harman Kardon System,2024-07-13,2289,1043
21233,10794,OPT006,Navigation System,2024-02-27,2160,1046
21234,10614,OPT010,Premium Sound System,2024-10-02,1682,1035
21235,10844,OPT003,4-Zone Climate Control,2024-12-30,2467,1039
21236,10405,OPT002,Harman Kardon System,2024-03-23,1802,1033
21237,10777,OPT005,All-Wheel Drive,2024-09-29,2554,1033
21238,10113,OPT009,Wireless Phone Charging,2024-01-11,2732,1031
21239,10205,OPT006,All-Wheel Drive,2024-11-14,1077,1006
21240,10148,OPT005,All-Wheel Drive,2024-03-23,1218,1026
21241,10583,OPT005,Wireless Phone Charging,2024-05-12,1739,1036
21242,10638,OPT003,Premium Sound System,2024-07-18,2042,1049
